t_half_months,t_frontier_months,sovereign_floor_pct_of_c0,sovereign_floor_closed_form_pct,sovereign_floor_h100e,cap_60mo_pct,cap_120mo_pct,frontier_share_t0,c0,afr,kappa,useful_life_years,frontier_doubling_months,domestic_per_month,leakage_per_month,utilisation_ceiling,frontier_scale,dom_growth_yr
inf,50.0,90.1715634946762,90.17155552683808,2907329.6380136036,93.87715163486597,91.6304886930498,15.791662630162973,3224220.0593375033,0.07318079885192175,0.3668409003819986,5.62070528888705,6.9043395699190535,36740.13362488181,8266.392061248567,1.0,204172.29869000998,0.0
inf,54.0,75.62069202689419,75.62069202689393,1451759.5598940607,78.40682599128587,75.94780719559715,26.342464850225184,1919791.4234608545,0.16433402529681504,0.21722849497313831,2.975464064222738,6.934487009298049,34931.83421509169,16314.317755751877,1.0,72878.20006123852,0.0
97.0,46.0,44.38663313820733,44.38663310406267,1730702.867042768,57.757733568213695,47.64044600154201,15.240600065028067,3899153.291608878,0.07516137302331342,0.3941039504977922,3.579729159983381,6.82791739613476,28309.010498051142,11980.417099302116,1.0,255839.87998977109,0.0
inf,39.0,134.63777669450582,134.63777836637607,1654606.503820345,123.18896503744865,130.91809185029376,7.244325568818344,1228931.8380343285,0.14343724250899673,0.47263438588507556,5.707710565054461,5.992760794202764,24292.460065505176,6608.4330345625285,1.0,169640.61407234427,0.0
49.0,43.0,25.465168573156085,25.465168495484196,1193600.0563676378,44.15966614766838,30.17536292947931,30.051651227991773,4687186.942975365,0.08540228269964012,0.16761586473510862,4.347208033787728,5.790775597480828,23871.47502825521,3329.313691609888,1.0,155971.02826115122,0.0
65.0,46.0,41.364990028392306,41.36499002821292,1599417.4368952115,51.305155841741055,43.06318762771153,54.88328099577928,3866596.9357115654,0.07576435338463224,0.17588359263185888,3.007120798676961,5.531649581576381,41460.1056639405,5163.834981328812,1.0,70451.27159961374,0.0
32.0,37.0,19.576099230217636,19.576099230143356,775352.3129203185,32.190135011896324,21.565525832805935,8.371103075483534,3960708.9430946787,0.11234940856454828,0.1623796828661466,3.273293447632949,6.872682848706901,15998.998656671722,7607.492030237381,1.0,473140.6252414231,0.0
48.0,40.0,26.329560487781485,26.329560446441626,1194429.4731691044,43.98290994119164,30.65762101697626,13.63994000731062,4536458.076174087,0.08618255770256915,0.31507464284955056,3.5559247828239218,6.357561820608307,18317.326292127702,9789.172183051593,1.0,332586.3657569369,0.0
inf,45.0,69.38892958655019,69.38892958222523,2021400.0978945612,76.09823978010832,70.86871646784397,21.344689369908338,2913144.949690035,0.11100373586327292,0.0805798794380783,4.8649663176854805,6.039821257412469,38215.482499972,12169.7969492203,1.0,136481.0187304471,0.0
inf,40.0,113.32723621830158,113.32723688240529,2577136.7042568284,108.85810328293746,111.8734190368849,9.472813645866001,2274066.4912117906,0.09940106798975681,0.2803754372777687,5.513237792191966,5.961370149651942,38122.983172330816,9861.58979839716,1.0,240062.41189007327,0.0
inf,46.0,64.41437470045676,64.41437459693188,1620703.5597568825,73.80081705132291,66.95015285454414,22.344173213769185,2516058.8258343986,0.09399733375212667,0.4850415160125328,3.8622114847831583,6.170497339956404,20250.73013816763,14718.51747936948,1.0,112604.69571923671,0.0
inf,38.0,59.33617808553723,59.33617784224327,960197.7067110823,70.7385120458005,62.56522980767683,7.468621968342617,1618233.1550355172,0.12145335321956549,0.2312209389000736,5.581415420847313,6.377479376895577,14341.06796095798,5718.101022628542,1.0,216670.9149150608,0.0
inf,57.0,82.94413355740498,82.94413343310399,2667648.659705028,87.71369636166752,84.31427052370442,41.76485191032856,3216199.3203036706,0.10086869385415219,0.2752694466239627,4.762874344752071,6.655709248742309,42135.358891184114,12998.94463271033,1.0,77007.32010756384,0.0
inf,42.0,60.56398508497502,60.56398264394065,1895852.0608014932,73.4787969686302,64.83800852008815,12.1020122261774,3130329.1190985786,0.0741355041790215,0.2838339522909581,4.8669708178568545,6.2685310281916315,23437.532048141828,11325.972442197582,1.0,258661.8704885691,0.0
inf,34.0,63.954487316522915,63.95448731652253,1129941.0272755225,67.41439778381871,64.29036849884902,16.236923733408325,1766789.282014301,0.08418672921820461,0.11272690446015698,2.36310182359171,4.893119867240328,28023.284326545836,15228.588734962685,1.0,108813.05541757515,0.0
inf,48.0,119.36518309707931,119.36518310292294,2120201.0395859755,114.68254014785944,118.28249198018199,24.186774157058824,1776230.7103082337,0.09868866052950007,0.3820557773045707,3.456173593711629,5.811771022077627,43374.70614140592,7746.400823711849,1.0,73438.09880450086,0.0
inf,45.0,61.092917317565885,61.0929159394623,1693337.41904757,73.31047293278748,64.98982174184246,12.451039346242707,2771740.969980966,0.10924290213757071,0.48474642625390374,4.493635139737005,6.679097395545454,23559.846737115276,8584.88992962487,1.0,222611.21283962383,0.0
34.0,36.0,23.196067157046492,23.196067157009924,948684.3966590044,34.75677994684963,24.939948014693613,8.729993289447403,4089850.1898448477,0.1216492990383847,0.052928787539180566,3.801823151060647,6.607003764555922,23167.632973260323,6320.534790376754,1.0,468482.62698993774,0.0
inf,36.0,54.04288572487953,54.042885724849334,1566556.2178701742,61.061652593870306,55.124988397423714,9.561154632899983,2898727.9210906094,0.07971503863564876,0.15649673523023927,2.902425851047941,5.894979129223383,41600.70884381923,6668.423908911665,1.0,303177.6006546397,0.0
60.0,38.0,36.97391190443284,36.973911901630636,1570744.3581919703,49.68994509226231,39.5715293797303,12.70966338027536,4248250.394093821,0.13394159257277352,0.42420468865243266,3.2654878131725105,6.0642900931728585,28213.294584046722,13148.464344573404,1.0,334253.57281191665,0.0
67.0,44.0,41.05779251937282,41.057792518946535,673305.2338774117,51.68060739662975,42.97924665279001,25.345525276834714,1639896.3328574412,0.16606386394973033,0.07865752372574582,5.469100565790127,6.099877481841377,14283.526752352976,4673.831843082185,1.0,64701.61162358204,0.0
inf,37.0,70.42713729022952,70.42713729022945,1332557.224430648,73.00874824951833,70.66175271380403,9.756566769610322,1892107.6103650117,0.1257810031858416,0.3021534808981178,2.1268228003305136,5.927780068311716,42046.52243882702,10165.836461953835,1.0,193931.7031333741,0.0
inf,41.0,63.080135660191125,63.080135660150916,1322635.6345187782,68.93386323794789,64.01335959969488,18.402028549335512,2096754.5815749925,0.16436915075805295,0.0688308002600361,4.812898245189679,5.661582081298222,34028.1817500891,5915.31781190565,1.0,113941.49161075534,0.0
inf,27.0,87.98840707881284,87.98840707881264,1385954.1228871306,89.11859860276044,88.10078331602861,4.3545017691375625,1575155.3743275586,0.1368122310399666,0.19747664298760603,2.5080858696093884,5.040109172877895,42884.52962790439,9760.905218990887,1.0,361730.3328457548,0.0
38.0,42.0,37.83666206946732,37.836662069467216,975624.6634105773,42.3376601727658,38.16430304583277,21.914685216335187,2578516.734957621,0.08120472750945244,0.07808017122504984,2.128199279258502,6.212402026376492,27192.363951957075,14630.040943966944,1.0,117661.59128015205,0.0
36.0,45.0,25.275377355364633,25.275377355315616,761089.4241980597,36.64731252433865,27.02951731828599,23.122209881984315,3011189.164447907,0.10995055492606107,0.34878973172725336,2.716867364277925,6.754504404457085,19378.194886798316,3966.381855138135,1.0,130229.29814308436,0.0
24.0,28.0,21.528904700662093,21.528904700662068,796552.477419419,27.764332056736897,22.02780691965518,8.196522008599073,3699921.0526252277,0.07762308780251319,0.13964710234883562,2.0581312270617103,5.248910011031579,29080.461474862972,3926.06943384726,1.0,451401.34422180464,0.0
inf,46.0,64.6893026312568,64.68929094486565,2897234.0003268267,77.56068688962277,69.45423857956541,13.948976461360365,4478691.039292378,0.10027066666694869,0.49480752418171137,5.246448783658927,6.6608182980905335,40355.46483696606,7496.459293812813,1.0,321076.67911682726,0.0
inf,39.0,76.98696473658823,76.98696472476837,1899131.024539196,82.46063862983806,78.30310644027362,10.264063869908032,2466821.5340572186,0.0694690589532349,0.11508322782058797,4.1171348941307455,6.004566801107142,40363.1866304612,4327.965537515632,1.0,240335.75446557716,0.0
inf,40.0,102.78838368055534,102.78838368055625,1352389.8111815641,102.31463638982936,102.71812732864191,5.198345558076429,1315702.9644366303,0.08315689001599218,0.14454775435168038,2.8990524874345955,6.887015327786939,35454.46690689609,7059.1766280160655,1.0,253100.3277364821,0.0
inf,46.0,62.5206808728506,62.52067522391667,2461299.3429568694,75.51241477068103,67.08377649428424,43.85516999043163,3936776.293211613,0.09551357819882048,0.387961282649711,5.292184919460936,5.378223233315858,31756.629817262936,11001.929965740235,1.0,89767.66693802677,0.0
inf,46.0,60.85353121883876,60.853530828343864,2419320.081662304,72.14656492204412,64.16383664160485,45.06171795818141,3975644.524164181,0.14523672774146623,0.42962216940508086,5.193913895227142,5.4521297545165375,34113.12921212611,15169.395532256935,1.0,88226.65234054536,0.0
52.0,43.0,31.091136725471337,31.09113671288813,1260346.568373493,46.45333079122349,34.537856290187875,28.871226388192014,4053716.592938068,0.0676617606154625,0.2088281496769385,3.4680319912514563,5.746906526334395,21831.748754653865,9308.449021923323,1.0,140406.8028989579,0.0
inf,32.0,67.44202729426544,67.44202729426556,1248476.8126730276,70.23558289793218,67.687039477342,9.96602697812904,1851185.1774941897,0.15397761221094844,0.20491401816938354,2.4295660247254514,4.959730714750753,38206.974311763406,11770.683618817817,1.0,185749.56515336662,0.0
38.0,51.0,29.978600927025624,29.978600927016082,1424289.938662181,39.56884079859784,31.310820307474017,35.642807048150004,4751022.044455009,0.16945116517346143,0.43162438085248606,2.660149481639147,6.8863610335802,40706.21660049616,5852.964430759148,1.0,133295.3950017695,0.0
46.0,41.0,41.82558712436528,41.82558712436524,816532.1891172201,46.1883181092539,42.15613877436251,14.771190289840012,1952231.2662087022,0.13366760695508345,0.15339147836926822,2.260023165198064,6.4227952473266985,22056.439007980454,12512.278343144304,1.0,132164.79023708028,0.0
inf,37.0,67.4809448628335,67.4809448006695,2565244.6695356076,75.89585629255905,69.69010686133792,14.856945999128596,3801435.6123049306,0.07238193959859762,0.26280608896487845,3.8392367589827407,5.22513541279224,42921.132441598114,13890.536076884015,1.0,255869.2488030781,0.0
inf,46.0,56.54461922752954,56.5446192196852,1975121.6336449936,66.17033986740526,58.703492811675794,17.363067045422554,3493031.9818713684,0.10896922986876446,0.26962175216282974,3.8237697758545237,6.587304488391324,41563.17892054391,7297.834299439992,1.0,201175.97730478385,0.0
inf,41.0,120.55961268390129,120.55961268391204,1626175.8844671124,117.38618935399596,120.0786024211014,16.564987329870295,1348856.2614503661,0.16440398552642202,0.13519531778492547,4.103757165371814,5.402845849806647,43502.46273476746,7027.947100174396,1.0,81428.14930006517,0.0
inf,43.0,91.96088697559107,91.96088697558709,1570392.108835962,93.06563207161297,92.1288903409604,9.143394180326187,1707673.9475694564,0.1590228805851666,0.32342679910413014,3.1114307473588916,6.547976482051423,39190.61227867395,9716.169219844789,1.0,186765.86767350064,0.0
61.0,47.0,35.276946779046675,35.27694676182309,875881.4769862074,50.00918018786673,38.66740391038705,21.87920524655785,2482872.1217632466,0.16448253736580373,0.39788641991184176,4.368899699938358,6.774783845638001,16916.603934729337,4418.012876564088,1.0,113480.91001403559,0.0
74.0,39.0,39.37450790521341,39.37450786933605,1406541.25466804,53.8827948360494,42.89695923925274,24.296138444102095,3572212.9100737427,0.09680202287964763,0.36670290823070917,3.573994425594534,5.329669744686886,19287.38222563968,13508.351946787627,1.0,147028.01098587335,0.0
inf,40.0,87.48194638592777,87.48194637546749,1889470.0319857327,90.50933471409643,88.23473720995698,23.237661775185426,2159839.955606738,0.10200491461902372,0.17154355879778668,4.63297055310303,5.129143257057972,36638.37987670378,6831.378988255119,1.0,92945.6662422527,0.0
42.0,54.0,26.06463312737308,26.064633125081976,950815.9577937303,40.642418464202,28.971539930200073,70.03782068691775,3647916.13657966,0.09235806133409542,0.35527809561829954,3.142802987487991,6.4940774129149785,13678.294989433352,11533.168617403846,1.0,52084.94640183811,0.0
50.0,50.0,39.923869779719524,39.92386977971899,1453421.48402186,46.767354719183515,40.70640134413044,31.356961746838586,3640482.4783798065,0.15325328497391905,0.06468384591944731,3.470139944161369,6.828961717141546,43989.270047775906,7717.672334601065,1.0,116098.0616607998,0.0
inf,42.0,57.63711889550546,57.63711880029143,1151652.099204807,68.81021255805678,60.60046701430151,12.354529923471743,1998108.3740370877,0.11531266947415289,0.11690597818247014,5.835001057665999,6.386542268632588,21252.44164080601,4001.19164412386,1.0,161730.82961586287,0.0
inf,49.0,58.708059132237054,58.7080591299926,1428764.7831907633,67.12599079853302,60.45124748088189,33.063427369778964,2433677.427442355,0.10606261830230505,0.348060763859206,3.2281056850896896,6.194834665849229,28882.78435287559,8380.25380891128,1.0,73606.32641692841,0.0
inf,35.0,150.5073433621602,150.50734337122796,1782641.1186361036,139.07902674467692,147.94906500016128,11.092500364256377,1184421.3570009011,0.13893638740260522,0.2807325751148745,4.3260661252229085,4.82182819525,34006.504704740495,10156.340299159863,1.0,106776.76971888951,0.0
inf,34.0,58.243943302154314,58.24394330215398,1356608.1618532776,62.984311641574486,58.78628214282945,7.471317233547374,2329183.2333802506,0.16847051204947747,0.09492395680390399,3.5300946772228454,5.779111968276789,34438.189637638105,13858.663806314898,1.0,311750.01148684416,0.0
28.0,31.0,24.057624378390805,24.057624378390706,888306.7943317003,31.117110416995793,24.717234024876674,10.472432690751537,3692412.76844276,0.15210027419180586,0.10385043326537839,2.856486768359585,5.463873522284986,19842.35404367597,14699.093403594308,1.0,352584.0535316709,0.0
35.0,44.0,26.897228840658155,26.897228840647596,1258290.4365143045,37.04011222433661,28.310718168973022,48.75057953117355,4678141.543757319,0.15458267529407685,0.10373514932054693,3.825847130070382,5.672021437684702,31474.450728770567,9310.565600722832,1.0,95960.73705679504,0.0
87.0,38.0,34.37133843971213,34.371315067101236,1523003.4634702003,58.60154473498852,43.38014157694387,16.01901085459045,4431027.5148044415,0.09863149783274508,0.3795704824221344,5.947164531046612,5.580916112470957,15826.78472593202,9195.441721001354,1.0,276610.5569829659,0.0
66.0,55.0,28.78759381950135,28.787589743761743,1369616.4383252475,52.08391835593472,36.45482584725286,59.06426528545305,4757662.091916272,0.10041675093313597,0.29487824583732625,5.5385963585976,6.6011730325803475,15680.541233987482,9561.447995971268,1.0,80550.60143257277,0.0
49.0,39.0,35.283093421184496,35.283093421086505,1571480.292224536,45.759072853580854,36.990721214837585,10.83009765038166,4453918.689796614,0.13814508601643322,0.16878282448613036,3.6918482132674812,6.510386831264968,40702.67668055696,6304.315125513554,1.0,411253.78861562297,0.0
inf,44.0,53.44151408249617,53.44151408224063,1626187.7318220376,61.60023597607939,54.891335094759306,29.384413057966793,3042929.7517876034,0.13782281724538625,0.2825529499757126,3.432211316739276,5.713015831452344,42501.29754547933,3952.6920510071554,1.0,103555.91400736163,0.0
39.0,43.0,30.57552333796171,30.57552333794748,928450.7952476253,40.35522358438648,31.97094129730569,20.733084107531425,3036581.859892115,0.1663315549163318,0.36436895398344415,2.8945770457173485,6.407550140815978,14153.535729863095,15753.975736453038,1.0,146460.69268532304,0.0
inf,46.0,65.35941541423841,65.35941541423799,1586087.1397268637,69.41639224134997,65.8464348435864,30.122615195620526,2426715.614995139,0.17106985571144773,0.3068617150669441,2.767137606769348,5.855777620200483,43175.31831813909,12350.04422935617,1.0,80561.25270783113,0.0
inf,54.0,192.16555749892623,192.16555751539036,1874995.9648913592,171.409389913711,187.51928698507086,16.768215028318522,975719.0566794657,0.13968010347744444,0.2923576611265732,4.276768813133394,6.60821681094767,33263.94795390541,13195.658649155332,1.0,58188.60594473833,0.0
inf,56.0,104.9192376782747,104.91923858493952,2764260.0319801797,103.02186348267428,104.24831332516035,41.18894742607793,2634655.086283158,0.10466986030637272,0.3455713525053749,5.951130206256579,6.388952746342531,42731.28628741646,4963.292434935561,1.0,63965.09867147225,0.0
74.0,55.0,36.936975813540485,36.9369755353128,1706224.0650811612,54.30269715560077,41.755191003929845,55.94786967468537,4619284.680192166,0.1397633301069387,0.2789639075162621,5.699553436776709,6.524519263964989,19818.16856119665,16424.003783019874,1.0,82564.08522882946,0.0
inf,34.0,47.57019439077273,47.57019408309562,2016350.9763333707,62.28399289986237,51.73102266827851,16.268152645429886,4238685.593272424,0.07564622252506627,0.22865139308673174,4.353762192317429,4.926502509913228,28526.40717554272,13642.822463231787,1.0,260551.13236616776,0.0
27.0,32.0,25.237740256421247,25.237740256421276,677982.0745656827,31.613452197512803,25.784705652585473,10.50145652630464,2686381.8538317173,0.17282274909104442,0.1157895021020972,2.8606318681070118,5.619812270908881,22448.308293032853,4859.866870512541,1.0,255810.40564256176,0.0
81.0,39.0,48.03983957568331,48.03983957568324,626099.2121465902,52.562645055720424,48.4363891725582,7.98567871544656,1303291.638100115,0.1323792952758339,0.0981346750629213,2.605318753053681,6.949523660735525,17611.05888838627,7372.387681528746,1.0,163203.615439622,0.0
39.0,38.0,27.812510693245194,27.81251069311148,1210797.866775054,39.57262631523989,29.75638396754055,39.3225524073618,4353428.858434991,0.11413829145678432,0.377165589489424,2.819604540877853,4.887355082500438,26797.359271923717,8987.737811001021,1.0,110710.73956074023,0.0
inf,44.0,115.10359391590231,115.10359421241373,2056679.8476780176,110.4361354558521,113.67467956626056,10.735073282761288,1786807.6727306028,0.07388457713162049,0.07730333562343521,5.677107033445674,6.392417321020097,34676.91791146068,5557.756871550228,1.0,166445.7824987477,0.0
37.0,37.0,30.783843991100447,30.783843991099108,725606.6473888032,39.19507537099721,31.809640430468917,14.741431051530826,2357102.146173086,0.14082862294247409,0.07260137891035948,3.4149070372547627,5.9238391824596635,16471.207876759712,8593.996222896494,1.0,159896.42646860343,0.0
68.0,36.0,40.820331275169636,40.82033127425188,1729914.5353044518,51.98814263761305,42.94645941368068,18.326596632505026,4237874.807147221,0.1287819486731573,0.22498859445688452,3.773293835645317,5.15597534413309,41057.496921496895,6354.774494694218,1.0,231241.77893623197,0.0
inf,24.0,158.30471748528376,158.30471775673058,1719839.6892865202,141.98938062367958,153.76572537785432,2.2466091392196685,1086410.8894584263,0.077798326725994,0.19080390407142084,4.514119967998674,5.002921615790082,28295.21050341714,8114.595171868182,1.0,483578.06014969625,0.0
104.0,33.0,46.15097671306296,46.150976706687395,1544404.85254235,57.82255534941311,48.694955450976025,14.74082067684408,3346418.5647564176,0.13036553060347553,0.13107127494333365,4.959961194416226,4.910082040686572,31852.03557617487,6982.85960847737,1.0,227017.11377665747,0.0
inf,27.0,74.69281174411049,74.69281174411023,937430.2083200151,76.19558993553986,74.78392849108563,2.5162151696734476,1255047.4221422402,0.16724069454067822,0.12181058151296865,2.3010292294621495,6.0355531695735545,31483.51258134601,11524.02553349146,1.0,498783.82312793995,0.0
71.0,42.0,45.22283072942807,45.2228307294266,1078615.7067901026,52.01654493638961,46.075421181912,23.11558279723689,2385113.203646073,0.1564926909822551,0.22093184595916057,3.0200254928955026,5.824653257369669,31795.29879695559,5110.9766773161045,1.0,103182.04929408817,0.0
inf,30.0,68.55559118988859,68.55559118988835,928984.4119919935,70.78906430063874,68.71538582078082,5.435514960973724,1355081.9063303643,0.14969637120364082,0.05254871386264131,2.6161949270641944,5.568538883361611,24865.9368520304,15174.622822157953,1.0,249301.47668798125,0.0
30.0,33.0,26.270675309467794,26.270675309467673,741592.1600697789,33.86410161006891,27.061621348310943,6.590487187749119,2822889.595847251,0.091367306627562,0.4822829980698345,2.252548892745395,6.526158530310247,21078.531377111707,6356.765087046533,1.0,428327.9089131142,0.0
61.0,50.0,30.502847157064792,30.502846698402852,1185498.2487511637,50.13088909384611,36.09756358297639,34.998597450331324,3886516.700053652,0.07198819681890482,0.32824097754215664,4.025442277330864,6.482052471078106,14365.100964375264,10176.67915258402,1.0,111047.78428819179,0.0
inf,47.0,57.57084254817213,57.570842324587936,1568059.9714644663,69.3297944740839,60.873578042777574,31.884214133963724,2723705.094557891,0.06400163970856382,0.35787942275509266,3.979244075190991,5.858057918349566,26586.106298858133,6252.2070370616975,1.0,85424.8777502891,0.0
21.0,44.0,15.903016710184906,15.903016710184954,688624.3211474662,22.11504775487664,16.36636949614702,36.665138943276375,4330149.013214861,0.12967034945914016,0.2203960608210105,2.0570718656048146,6.413614752540642,20778.23861053847,8610.98117223152,1.0,118099.89374140694,0.0
inf,38.0,53.13440764484027,53.13440764484009,1417649.5386320287,58.04437867538393,53.659919673393674,7.294877971243136,2668044.3077635258,0.10822015910655314,0.4001007866454122,2.2794119143281986,6.71565963739133,39842.405631200156,11985.638615680431,1.0,365742.1437728119,0.0
63.0,33.0,39.72606981028091,39.726069809669944,1289008.513053574,50.77999026737099,41.77174885424116,7.081173526195574,3244742.1031314423,0.1409636626943391,0.23311178850369235,3.838207313169527,5.995253503135908,28234.02453673364,7697.650550047728,1.0,458220.9560503046,0.0
inf,37.0,59.51591403146325,59.51591402828244,1226050.8215208699,68.02700601506118,61.321391383155564,5.969121308959121,2060038.6324785585,0.12472243359462024,0.1597022582103162,4.482441186639784,6.651867426473342,27968.464297203474,3422.52560607449,1.0,345115.89325327054,0.0
81.0,31.0,46.15562116839478,46.15562116838293,1384863.29633817,53.72847105822994,47.24170714796418,6.913536338021709,3000421.749900443,0.11400463223339857,0.3678975343622177,2.6165712025466195,5.496477588937298,35740.3489590213,8365.186782753224,1.0,433992.330871151,0.0
53.0,39.0,29.443500629078606,29.44350057810043,1353608.7018916989,46.551196368782435,33.652756042937085,16.799968417673988,4597308.991699396,0.11328426511785694,0.46770334944052744,3.6075456990392945,5.8980190287393865,19302.194641737984,11965.801489919866,1.0,273649.8591784799,0.0
inf,30.0,232.68452594575598,232.68452911237233,2093431.9186876088,191.32821925454806,219.8535470660787,2.33262174498663,899686.7798487103,0.15627731663914368,0.46859469649353025,5.792575986460749,5.716579008710447,25333.09257022147,15359.946837964339,1.0,385697.67335075024,0.0
inf,30.0,54.56209331649002,54.56209331626772,878050.8185236196,62.512602154657195,55.96358052860717,8.11961716005848,1609268.935908386,0.12836069366716868,0.12781007001753578,4.003141692159119,4.970894356974808,16895.149709391626,8224.8218368708,1.0,198195.17400704586,0.0
inf,57.0,46.499597977919464,46.49956888337839,2186279.570104116,66.78869786684687,54.259787961565124,52.26768156772742,4701717.144183226,0.08742447653758381,0.39251118713989225,5.706028463962136,6.613869265222875,20839.748834854723,14058.999290359223,1.0,89954.5761962071,0.0
72.0,55.0,39.56192819736871,39.56192817982181,1685370.4067465062,53.32700445096864,42.749438485462896,64.28719031836084,4260081.557042514,0.10992849325464185,0.4703386304608195,3.459717364784685,6.437319235972675,30396.702713669863,10198.386140355715,1.0,66266.41382125868,0.0
inf,43.0,96.75375028068473,96.75375009069202,2728656.4567643274,97.6904868362391,97.06531934536578,24.8852068998336,2820207.4326301934,0.10237047152425663,0.30397213859145256,5.627777837279146,5.3568815480681105,39497.959365940565,10320.593825354175,1.0,113328.67128579313,0.0
inf,35.0,55.33524495591045,55.3352449402281,1417639.0782357543,65.69566363163685,57.763979955291234,14.419257233884997,2561909.8268477693,0.14217716768325803,0.23630220524849993,4.933881970894502,5.132514305561233,20721.867988538732,13299.827974292994,1.0,177672.80139973696,0.0
inf,52.0,82.73607962898093,82.7360796099996,2413110.3473282354,86.98006868373086,83.81102195223997,33.7363367832896,2916636.0772102224,0.08274971606827258,0.2838928319599924,3.787551496644059,6.253996718431554,43922.39866838527,10959.412096522587,1.0,86453.84636588347,0.0
45.0,46.0,29.418603106882152,29.41860310532846,1101973.681442213,43.07409686120814,32.07950651525609,57.2043882508688,3745839.5880952575,0.11447191668552266,0.2195126826630879,3.65102770123161,5.599097974087185,15418.790340434402,14360.439116819356,1.0,65481.68248330786,0.0
inf,36.0,55.381857169576485,55.381856999882714,1259944.015944612,67.49049907225728,58.70949601033663,17.867953039698023,2275012.215799709,0.14911634266757565,0.3434048817952926,5.441744137339214,4.974717678716768,17821.456101652333,9161.518715103804,1.0,127323.60616491512,0.0
38.0,31.0,20.27141811961054,20.27141811485251,851463.1145801996,36.727996258934404,23.699006063929293,11.79375678250659,4200313.513125633,0.11973908449373623,0.38014646363471816,3.3000778854744444,5.126543412558345,15355.44346036871,6780.251873076966,1.0,356147.2048801161,0.0
73.0,50.0,37.628689598322154,37.62868945839972,1516802.504727315,54.08868143192742,41.99346912538225,52.74006353960173,4030973.4963370836,0.08023894216469747,0.15278314159669887,4.546933361401094,5.992148902829583,26369.683319277945,6916.097801919364,1.0,76430.95638878565,0.0
70.0,41.0,47.00116390319857,47.001163903198304,1421831.2155097602,51.5035499258547,47.38930394954368,37.01827573615824,3025097.8857419323,0.08505050522024737,0.44608437268745005,2.0819368956800863,5.3063355806324655,41005.59878283123,15905.796981211855,1.0,81719.03811249415,0.0
inf,48.0,90.53060982114053,90.53060980739951,1870937.2419578186,92.87446373430123,91.1358620639528,37.233230010738204,2066634.9709277237,0.0648905292426667,0.20855109889427906,3.8794112233930678,5.6089842263820175,30666.30499862174,11243.232949810063,1.0,55505.1219121118,0.0
80.0,43.0,38.06248712202564,38.062486651410566,1678608.6942182933,55.81058889022717,43.16723524655643,24.27666255049672,4410139.276597435,0.09179544605241224,0.12255411663172418,5.517905821257614,5.7886249688051805,25140.32524745665,9441.311665021445,1.0,181661.6788829237,0.0
40.0,54.0,39.364436968681396,39.3644369686813,1025984.16440226,43.72234048754302,39.68093890074187,50.20135028301446,2606373.273466453,0.17076370052219358,0.1615679396360622,2.4239162196908146,6.852436029611442,38448.710469724414,5700.743567462377,1.0,51918.38981965221,0.0
inf,29.0,165.80141359993428,165.80141360846773,1790254.2025441313,151.24692562041687,162.6129905776882,2.469513952067078,1079758.1055996744,0.11441785493114506,0.3410280799063777,3.5306075084317916,5.74052376853286,36347.23322764903,8680.458863745549,1.0,437235.0699601739,0.0
inf,42.0,62.77152692997002,62.77152692450853,1614625.0346636954,70.8209120453171,64.55338523792851,23.957746604976908,2572225.2008701717,0.09638530484955248,0.459384449680334,3.357625430623677,5.5636094487955665,25222.985922493157,14850.598516994127,1.0,107365.07248706878,0.0
inf,38.0,92.85497865891041,92.85497865891021,1274900.5230651808,93.67917935479744,92.95826409524443,23.954207358539964,1373001.794280032,0.16166717552871568,0.19315083344729128,3.189051778535543,4.811135646228629,36808.04321609182,6815.265383957109,1.0,57317.771935815705,0.0
inf,40.0,125.46975704290733,125.46975704637025,2169752.9728149455,119.70921162284371,124.20553435970785,6.194298862047742,1729303.558046221,0.16766607210874476,0.446698509484348,3.9493014689372643,6.407287242919374,42937.82011098272,11646.126192672446,1.0,279176.64235440834,0.0
106.0,54.0,45.193951852817456,45.19395179353858,1652905.8861419733,58.87606433590985,48.65157665784685,58.03563844029894,3657360.8157236837,0.13581889409017078,0.40199833619012276,4.204031936583366,6.3128961090802465,27693.547999904433,10017.568890503086,1.0,63019.22256762969,0.0
inf,41.0,107.51338771851442,107.51338771851546,1161629.8707168638,106.42513603505233,107.36489382808563,11.069178592390182,1080451.3701662705,0.13860605831733222,0.1598510966634982,3.2535085300257034,5.946056876159789,26410.088587925966,11695.247542385783,1.0,97608.99249643124,0.0
38.0,38.0,26.283616679335108,26.28361667924969,856234.8320160118,38.03689245870485,28.16528589661874,32.800250321459494,3257675.085062425,0.1687628945363181,0.10630064667095732,4.638951020187764,5.0942972983587005,16946.71218235707,8878.223270662023,1.0,99318.60437452511,0.0
inf,41.0,79.21682413498789,79.21682413127998,1737407.0173326614,83.80856298124982,80.24599256879712,7.293556385507904,2193229.8300321493,0.1444081888110405,0.13296637725703928,5.564424738753726,6.805722032210019,36187.05250457667,6709.487250718954,1.0,300707.8733757425,0.0
32.0,48.0,31.724561116966015,31.724561116965887,1050652.6681378013,37.524631843213754,32.22590967871743,27.7501701000418,3311795.7542867996,0.12657807332009302,0.3584630747461538,2.0841635641021523,6.883866124695299,27137.060279406243,14872.305261537324,1.0,119343.25960336406,0.0
